期間,株式コード,上場コード,銘柄名称,取引所
2023/04,1823,,住友建設,
2023/04,1824,,前田建設工業,
2023/04,1825,,環境建設,
2023/04,1826,12,佐田建設,1
2023/04,1827,12,ナカノフドー建設,1
2023/04,1828,12,田辺工業,1
2023/04,1829,,大和建設,
2023/04,1830,,ＫＲコーポレイション,
2023/04,1831,,積水ハウス北陸,
2023/04,1832,,岡崎工業,
2023/04,1832,80,北海電気工事,8
2023/04,1833,11,奥村組,1
2023/04,1834,,大和小田急建設,
2023/04,1835,11,東鉄工業,1
2023/04,1836,,大日本土木,
2023/04,1837,,青山管財,
2023/04,1838,,古久根建設,
2023/04,1839,,真柄建設,
2023/04,1840,12,土屋ホールディングス,1
2023/04,1841,12,サンユー建設,1
2023/04,1842,,島藤建設工業,
2023/04,1842,,昭和テクノス,
2023/04,1843,,多田建設,
2023/04,1844,12,大盛工業,1
2023/04,1845,,森本組,
2023/04,1846,,鈴縫工業,
2023/04,1847,11,イチケン,1
2023/04,1848,12,富士ピー・エス,1
2023/04,1849,,東海興業,
2023/04,1850,12,南海辰村建設,1
2023/04,1851,,大木建設,
2023/04,1852,11,浅沼組,1
2023/04,1853,12,森組,1
2023/04,1854,,新井組,
2023/04,1855,,ＴＣプロパティーズ,
2023/04,1856,,ジェイオー建設,
2023/04,1857,,松村組,
2023/04,1858,,井上工業,
2023/04,1859,,辰村組,
2023/04,1860,11,戸田建設,1
2023/04,1861,11,熊谷組,1
2023/04,1862,,横河工事,
2023/04,1863,,テトラ,
2023/04,1864,,浅川組,
2023/04,1865,,青木あすなろ建設,
2023/04,1866,12,北野建設,1
2023/04,1867,12,植木組,1
2023/04,1868,,三井ホーム,
2023/04,1869,32,名工建設,3
2023/04,1870,11,矢作建設工業,1
2023/04,1871,11,ピーエス三菱,1
2023/04,1872,,アゼル,
2023/04,1873,11,日本ハウスホールディングス,1
2023/04,1874,,佐藤秀,
2023/04,1875,,青木マリーン,
2023/04,1876,,カブトデコム,
2023/04,1877,,川田建設,
2023/04,1878,11,大東建託,1
2023/04,1879,11,新日本建設,1
2023/04,1880,,Ｔｕｒｔｌｅ　Ｃｏｎｓｕｌｔｉ,
2023/04,1881,,ＮＩＰＰＯ,
2023/04,1882,11,東亜道路工業,1
2023/04,1883,,前田道路,
2023/04,1884,11,日本道路,1
2023/04,1885,11,東亜建設工業,1
2023/04,1886,,青木建設,
2023/04,1887,11,日本国土開発,1
2023/04,1888,11,若築建設,1
2023/04,1889,,あおみ建設,
2023/04,1890,11,東洋建設,1
2023/04,1891,,大都工業,
2023/04,1892,32,徳倉建設,3
2023/04,1893,11,五洋建設,1
2023/04,1894,,ロイヤル建設,
2023/04,1895,,大成ロテック,
2023/04,1896,,大林道路,
2023/04,1897,12,金下建設,1
2023/04,1898,11,世紀東急工業,1
2023/04,1899,11,福田組,1
2023/04,1900,,白石,
2023/04,1901,,日東ライフ,
2023/04,1902,,山崎建設,
2023/04,1903,,新日本国土工業,
2023/04,1904,12,大成温調,1
2023/04,1905,12,テノックス,1
2023/04,1906,,細田工務店,
2023/04,1907,,東北ミサワホーム,
2023/04,1908,,三平建設,
2023/04,1909,12,日本ドライケミカル,1
2023/04,1910,,建研,
2023/04,1911,11,住友林業,1
2023/04,1912,,ミサワセラミックス,
2023/04,1913,,旭ホームズ,
2023/04,1914,12,日本基礎技術,1
2023/04,1915,,ミサワホーム東京,
2023/04,1916,,日成ビルド工業,
2023/04,1917,,ニツセキハウス工業,
2023/04,1918,,積水ハウス木造,
2023/04,1919,,ヤマダホームズ,
2023/04,1920,,殖産住宅,
2023/04,1921,12,巴コーポレーション,1
2023/04,1922,,大成ユーレック,
2023/04,1923,,ミサワホーム,
2023/04,1924,,パナソニックホームズ,
2023/04,1925,11,大和ハウス工業,1
2023/04,1926,11,ライト工業,1
2023/04,1927,,中部,
2023/04,1928,11,積水ハウス,1
2023/04,1929,11,日特建設,1
2023/04,1930,11,北陸電気工事,1
2023/04,1931,,日本電通,
2023/04,1932,,ミライト・テクノロジーズ,
2023/04,1933,,ＳＹＳＫＥＮ,
2023/04,1934,11,ユアテック,1
2023/04,1935,,ＴＴＫ,
2023/04,1936,,シーキューブ,
2023/04,1937,,西部電気工業,
2023/04,1938,11,日本リーテック,1
2023/04,1939,11,四電工,1
2023/04,1940,,つうけん,
2023/04,1941,11,中電工,1
2023/04,1942,11,関電工,1
2023/04,1943,,ミライト,
2023/04,1944,11,きんでん,1
2023/04,1945,11,東京エネシス,1
2023/04,1946,11,トーエネック,1
2023/04,1947,,日本コムシス,
2023/04,1948,12,弘電社,1
2023/04,1949,11,住友電設,1
2023/04,1950,11,日本電設工業,1
2023/04,1951,11,エクシオグループ,1
2023/04,1952,11,新日本空調,1
2023/04,1953,,ウィンテック,
2023/04,1954,11,日本工営,1
2023/04,1955,,東電通,
2023/04,1956,,ＮＤＳ,
2023/04,1957,,保安工業,
2023/04,1958,,サンワコムシスエンジニアリング,
2023/04,1959,11,九電工,1
2023/04,1960,12,サンテック,1
2023/04,1961,11,三機工業,1
2023/04,1962,,エルゴテック,
2023/04,1963,11,日揮ホールディングス,1
2023/04,1964,11,中外炉工業,1
2023/04,1965,12,テクノ菱和,1
2023/04,1966,12,高田工業所,1
2023/04,1967,12,ヤマト,1
2023/04,1968,11,太平電業,1
2023/04,1969,11,高砂熱学工業,1
2023/04,1970,,日立プラントテクノロジー,
2023/04,1971,12,中央ビルト工業,1
2023/04,1972,12,三晃金属工業,1
2023/04,1973,11,ＮＥＣネッツエスアイ,1
2023/04,1974,,宮地エンジニアリング,
2023/04,1975,11,朝日工業社,1
2023/04,1976,11,明星工業,1
2023/04,1977,,ジェイコス,
2023/04,1978,,アタカ大機,
2023/04,1979,11,大気社,1
2023/04,1980,11,ダイダン,1
2023/04,1981,12,協和日成,1
2023/04,1982,11,日比谷総合設備,1
2023/04,1983,,東芝プラントシステム,
2023/04,1984,,三信建設工業,
2023/04,1985,,大和電設工業,
2023/04,1986,,日商インターライフ,
2023/04,1987,,ソルコム,
2023/04,1988,,ショーボンド建設,
2023/04,1989,,北陸電話工事,
2023/04,1990,,東邦建,
2023/04,1991,,ＡＴＳ,
2023/04,1992,12,神田通信機,1
2023/04,1993,,ニッタン,
2023/04,1994,12,高橋カーテンウォール工業,1
2023/04,1995,,ＡＳ－ＳＺＫｉ,
2023/04,1996,,三菱建設,
2023/04,1997,12,暁飯島工業,1
2023/04,1998,,日本土建,
2023/04,1999,60,サイタホールディングス,6
2023/04,2001,11,ニップン,1
2023/04,2002,11,日清製粉グループ本社,1
2023/04,2003,12,日東富士製粉,1
2023/04,2004,11,昭和産業,1
2023/04,2006,,東福製粉,
2023/04,2007,,富士製粉,
2023/04,2008,,増田製粉所,
2023/04,2009,12,鳥越製粉,1
2023/04,2021,,ｉＰａｔｈ　商品指数連動受益証券発行信託,
2023/04,2022,,ｉＰａｔｈ　貴金属指数連動受益証券発行信,
2023/04,2023,,ｉＰａｔｈ　産業用金属指数連動受益証券発,
2023/04,2024,,ｉＰａｔｈ　エネルギー指数連動受益証券発,
2023/04,2025,,ｉＰａｔｈ　農産物指数連動受益証券発行信,
2023/04,2026,,ｉＰａｔｈ　穀物指数連動受益証券発行信託,
2023/04,2027,,ｉＰａｔｈ　ソフト農産物指数連動受益証券,
2023/04,2028,,ｉＰａｔｈ　畜産物指数連動受益証券発行信,
2023/04,2029,,ｉＰａｔｈ　ＶＩＸ中期先物指数連動受益証,
2023/04,2030,,ｉＰａｔｈ　ＶＩＸ短期先物指数連動受益証,
2023/04,2031,13,ＮＥＸＴ　ＮＯＴＥＳ　香港ハンセン・ダブ,1
2023/04,2032,13,ＮＥＸＴ　ＮＯＴＥＳ　香港ハンセン・ベア,1
2023/04,2033,13,ＮＥＸＴ　ＮＯＴＥＳ　韓国ＫＯＳＰＩ・ダ,1
2023/04,2034,13,ＮＥＸＴ　ＮＯＴＥＳ　韓国ＫＯＳＰＩ・ベ,1
2023/04,2035,,ＮＥＸＴ　ＮＯＴＥＳ　日経平均ＶＩ先物指,
2023/04,2036,13,ＮＥＸＴ　ＮＯＴＥＳ　金先物　ダブル・ブ,1
2023/04,2037,13,ＮＥＸＴ　ＮＯＴＥＳ　金先物　ベア　ＥＴ,1
2023/04,2038,13,ＮＥＸＴ　ＮＯＴＥＳ　ドバイ原油先物　ダ,1
2023/04,2039,13,ＮＥＸＴ　ＮＯＴＥＳ　ドバイ原油先物　ベ,1
2023/04,2040,13,ＮＥＸＴ　ＮＯＴＥＳ　ＮＹダウ・ダブル・,1
2023/04,2041,13,ＮＥＸＴ　ＮＯＴＥＳ　ＮＹダウ・ベア・ド,1
2023/04,2042,13,ＮＥＸＴ　ＮＯＴＥＳ　東証マザーズ　ＥＴ,1
2023/04,2043,13,ＮＥＸＴ　ＮＯＴＥＳ　ＳＴＯＸＸ　アセアン好配当５０（円、,1
2023/04,2044,13,ＮＥＸＴ　ＮＯＴＥＳ　Ｓ＆Ｐ５００　配当,1
2023/04,2045,13,ＮＥＸＴ　ＮＯＴＥＳ　Ｓ＆Ｐシンガポール,1
2023/04,2046,13,ＮＥＸＴ　ＮＯＴＥＳ　インドＮｉｆｔｙ・,1
2023/04,2047,13,ＮＥＸＴ　ＮＯＴＥＳ　インドＮｉｆｔｙ・,1
2023/04,2048,13,ＮＥＸＴ　ＮＯＴＥＳ　野村日本株高配当７０（ドルヘッ,1
2023/04,2049,,ＮＥＸＴ　ＮＯＴＥＳ　Ｓ＆Ｐ５００　ＶＩ,
2023/04,2050,13,ＮＥＸＴ　ＮＯＴＥＳ　ニッチトップ　中小型日本株（,1
2023/04,2051,,日本農産工業,
2023/04,2052,,協同飼料,
2023/04,2053,11,中部飼料,1
2023/04,2055,12,日和産業,1
2023/04,2056,,日本配合飼料,
2023/04,2057,,雪印種苗,
2023/04,2058,60,ヒガシマル,6
2023/04,2059,,ユニ・チャームペットケア,
2023/04,2060,11,フィード・ワン,1
2023/04,2065,13,ＮＥＸＴ　ＮＯＴＥＳ　日本株配当貴族（ドルヘッジ、,1
2023/04,2066,13,ＮＥＸＴ　ＮＯＴＥＳ　東証ＲＥＩＴ（ドルヘッジ、ネット,1
2023/04,2067,13,ＮＥＸＴ　ＮＯＴＥＳ　野村ＡＩビジネス７,1
2023/04,2068,13,ＮＥＸＴ　ＮＯＴＥＳ　高ベータ３０（ネッ,1
2023/04,2069,13,ＮＥＸＴ　ＮＯＴＥＳ　低ベータ５０（ネッ,1
2023/04,2070,13,スマートＥＳＧ３０女性活躍（ネットリター,1
2023/04,2071,13,スマートＥＳＧ３０総合（ネットリターン）,1
2023/04,2072,13,トップシェアインデックス（ネットリターン,1
2023/04,2073,13,スマートＥＳＧ３０低カーボンリスク（ネッ,1
2023/04,2102,,台糖,
2023/04,2107,12,東洋精糖,1
2023/04,2108,11,日本甜菜製糖,1
2023/04,2109,11,ＤＭ三井製糖ホールディングス,1
2023/04,2111,,フジ製糖,
2023/04,2112,12,塩水港精糖,1
2023/04,2113,,新光製糖,
2023/04,2114,12,フジ日本精糖,1
2023/04,2116,,日新製糖,
2023/04,2117,11,ウェルネオシュガー,1
2023/04,2120,11,ＬＩＦＵＬＬ,1
2023/04,2121,11,ＭＩＸＩ,1
2023/04,2122,12,インタースペース,1
2023/04,2123,,シミックファーマサイエンス,
2023/04,2124,11,ジェイエイシーリクルートメント,1
2023/04,2126,,ＧＣＡホールディングス,
2023/04,2127,11,日本Ｍ＆Ａセンターホールディン,1
2023/04,2128,,ノバレーゼ,
2023/04,2130,11,メンバーズ,1
2023/04,2131,,アコーディア・ゴルフ,
2023/04,2132,,アイレップ,
2023/04,2133,,ＧＡＢＡ,
2023/04,2134,12,燦キャピタルマネージメント,1
2023/04,2135,,Ｍｏｄｉｓ,
2023/04,2136,12,ヒップ,1
2023/04,2137,81,光ハイツ・ヴェラス,8
2023/04,2138,12,クルーズ,1
2023/04,2139,12,中広,1
2023/04,2140,,クラウドゲート,
2023/04,2142,,ユー・エス・ジェイ,
2023/04,2143,,学研スタディエ,
2023/04,2144,,やまねメディカル,
2023/04,2145,,データリンクス,
2023/04,2146,11,ＵＴグループ,1
2023/04,2147,,ランスタッドグループジャパン,
2023/04,2148,11,アイティメディア,1
2023/04,2149,,アジア・メディア,
2023/04,2150,14,ケアネット,1
2023/04,2151,,タケエイ,
2023/04,2152,12,幼児活動研究会,1
2023/04,2153,11,Ｅ・Ｊホールディングス,1
2023/04,2154,11,オープンアップグループ,1
2023/04,2155,,カービュー,
2023/04,2156,12,セーラー広告,1
2023/04,2157,11,コシダカホールディングス,1
2023/04,2158,14,ＦＲＯＮＴＥＯ,1
2023/04,2159,,フルスピード,
2023/04,2160,14,ジーエヌアイグループ,1
2023/04,2162,12,ｎｍｓ　ホールディングス,1
2023/04,2163,11,アルトナー,1
2023/04,2164,14,地域新聞社,1
2023/04,2165,,野村不動産ライフ＆スポーツ,
2023/04,2166,,ＭＩＣメディカル,
2023/04,2167,,ａｕペイメント,
2023/04,2168,11,パソナグループ,1
2023/04,2169,12,ＣＤＳ,1
2023/04,2170,11,リンクアンドモチベーション,1
2023/04,2172,81,インサイト,8
2023/04,2173,14,博展,1
2023/04,2174,,ＧＣＡ,
2023/04,2175,11,エス・エム・エス,1
2023/04,2176,,イナリサーチ,
2023/04,2177,,ベンチャーリパブリック,
2023/04,2178,,トライステージ,
2023/04,2179,12,成学社,1
2023/04,2180,11,サニーサイドアップグループ,1
2023/04,2181,11,パーソルホールディングス,1
2023/04,2182,,メディサイエンスプラニング,
2023/04,2183,11,リニカル,1
2023/04,2185,12,シイエム・シイ,1
2023/04,2186,12,ソーバル,1
2023/04,2190,,ＪＣＬバイオアッセイ,
2023/04,2191,,テラ,
2023/04,2193,12,クックパッド,1
2023/04,2195,14,アミタホールディングス,1
2023/04,2196,11,エスクリ,1
2023/04,2198,11,アイ・ケイ・ケイホールディング,1
2023/04,2201,11,森永製菓,1
2023/04,2202,,Ｍｅｉｊｉ　Ｓｅｉｋａファルマ,
2023/04,2204,11,中村屋,1
2023/04,2205,,駿河屋,
2023/04,2206,11,江崎グリコ,1
2023/04,2207,11,名糖産業,1
2023/04,2208,12,ブルボン,1
2023/04,2209,11,井村屋グループ,1
2023/04,2211,11,不二家,1
2023/04,2212,11,山崎製パン,1
2023/04,2213,,ナガサキヤ,
2023/04,2215,12,第一屋製パン,1
2023/04,2216,12,カンロ,1
2023/04,2217,11,モロゾフ,1
2023/04,2218,80,日糧製パン,8
2023/04,2219,,タカラブネ,
2023/04,2220,11,亀田製菓,1
2023/04,2221,12,岩塚製菓,1
2023/04,2222,11,寿スピリッツ,1
2023/04,2224,12,コモ,1
2023/04,2226,12,湖池屋,1
2023/04,2227,,三星食品,
2023/04,2228,,つばさ,
2023/04,2229,11,カルビー,1
2023/04,2230,,五洋食品産業,
2023/04,2235,11,上場インデックスファンド米国株式（ダウ平,1
2023/04,2236,11,グローバルＸ　Ｓ＆Ｐ５００配当貴族ＥＴＦ,1
2023/04,2237,11,ｉＦｒｅｅＥＴＦ　Ｓ＆Ｐ５００レバレッジ,1
2023/04,2238,11,ｉＦｒｅｅＥＴＦ　Ｓ＆Ｐ５００インバース,1
2023/04,2239,11,上場インデックスファンドＳ＆Ｐ５００先物,1
2023/04,2240,11,上場インデックスファンドＳ＆Ｐ５００先物,1
2023/04,2241,11,ＭＡＸＩＳ　ＮＹダウ上場投信,1
2023/04,2242,11,ＭＡＸＩＳ　ＮＹダウ上場投信（為替ヘッジ,1
2023/04,2243,11,グローバルＸ　半導体　ＥＴＦ,1
2023/04,2244,11,グローバルＸ　ＵＳ　テック・トップ２０,1
2023/04,2245,11,ＮＥＸＴ　ＦＵＮＤＳ　ブルームバーグ・ドイツ国債（７－１０年）イン,1
2023/04,2246,11,ＮＥＸＴ　ＦＵＮＤＳ　ブルームバーグ・フランス国債（７－１０年）イン,1
2023/04,2261,,明治,
2023/04,2262,,雪印乳業,
2023/04,2264,11,森永乳業,1
2023/04,2266,11,六甲バター,1
2023/04,2267,11,ヤクルト本社,1
2023/04,2268,12,Ｂ－Ｒ３１アイスクリーム,1
2023/04,2269,11,明治ホールディングス,1
2023/04,2270,11,雪印メグミルク,1
2023/04,2281,11,プリマハム,1
2023/04,2282,11,日本ハム,1
2023/04,2284,,伊藤ハム,
2023/04,2286,12,林兼産業,1
2023/04,2287,,雪印食品,
2023/04,2288,11,丸大食品,1
2023/04,2289,,相模ハム,
2023/04,2290,,米久,
2023/04,2291,12,福留ハム,1
2023/04,2292,11,エスフーズ,1
2023/04,2293,12,滝沢ハム,1
2023/04,2294,11,柿安本店,1
2023/04,2296,11,伊藤ハム米久ホールディングス,1
2023/04,2300,12,きょくとう,1
2023/04,2301,11,学情,1
2023/04,2302,,ティー・シー・シー,
2023/04,2303,12,ドーン,1
2023/04,2304,12,ＣＳＳホールディングス,1
2023/04,2305,11,スタジオアリス,1
2023/04,2306,,ＴＯＫＡＩコミュニケーションズ,
2023/04,2307,11,クロスキャット,1
2023/04,2309,11,シミックホールディングス,1
2023/04,2310,,ノーチラス・テクノロジーズ,
2023/04,2311,11,エプコ,1
2023/04,2314,,レントラックジャパン,
2023/04,2315,12,ＣＡＩＣＡ　ＤＩＧＩＴＡＬ,1
2023/04,2316,,モスインスティテュート,
2023/04,2317,11,システナ,1
2023/04,2318,,クレスト・インベストメンツ,
2023/04,2320,,角川ヘラルド・ピクチャーズ,
2023/04,2321,14,ソフトフロントホールディングス,1
2023/04,2322,,ＮＥＣフィールディング,
2023/04,2323,12,ｆｏｎｆｕｎ,1
2023/04,2324,,テンプスタッフ・ピープル,
2023/04,2325,11,ＮＪＳ,1
2023/04,2326,11,デジタルアーツ,1
2023/04,2327,11,日鉄ソリューションズ,1
2023/04,2328,,アリサカ,
2023/04,2329,12,東北新社,1
2023/04,2330,12,フォーサイド,1
2023/04,2331,11,綜合警備保障,1
2023/04,2332,12,クエスト,1
2023/04,2333,,ジー・モード,
2023/04,2334,14,イオレ,1
2023/04,2335,11,キューブシステム,1
2023/04,2336,,富士テクノソリューションズ,
2023/04,2337,11,いちご,1
2023/04,2338,12,クオンタムソリューションズ,1
2023/04,2340,12,極楽湯ホールディングス,1
2023/04,2341,12,アルバイトタイムス,1
2023/04,2342,14,トランスジェニック,1
2023/04,2344,12,平安レイサービス,1
2023/04,2345,12,クシム,1
2023/04,2347,,シブヤテレビジョングループ,
2023/04,2349,12,エヌアイデイ,1
2023/04,2350,,オックスホールディングス,
2023/04,2351,14,ＡＳＪ,1
2023/04,2352,,ＷＯＷ　ＷＯＲＬＤ,
2023/04,2353,11,日本駐車場開発,1
2023/04,2354,12,ＹＥ　ＤＩＧＩＴＡＬ,1
2023/04,2355,,ＳＢＩネットシステムズ,
2023/04,2356,,ＴＣＢホールディングス,
2023/04,2359,11,コア,1
2023/04,2360,,ウィーヴ,
2023/04,2361,,シスメックスＣＮＡ,
2023/04,2362,,夢真ホールディングス,
2023/04,2363,,モック,
2023/04,2364,,塩見,
2023/04,2366,,ＬＥＯＣ,
2023/04,2369,,メディビックグループ,
2023/04,2370,14,メディネット,1
2023/04,2371,11,カカクコム,1
2023/04,2372,11,アイロムグループ,1
2023/04,2373,12,ケア２１,1
2023/04,2374,11,セントケア・ホールディング,1
2023/04,2375,12,ギグワークス,1
2023/04,2376,12,サイネックス,1
2023/04,2377,,サイバーファーム,
2023/04,2378,11,ルネサンス,1
2023/04,2379,11,ディップ,1
2023/04,2383,,ＵＴエイム,
2023/04,2384,11,ＳＢＳホールディングス,1
2023/04,2385,14,総医研ホールディングス,1
2023/04,2386,,シミックヘルスケア・インスティ,
2023/04,2387,,快活フロンティア,
2023/04,2388,14,ウェッジホールディングス,1
2023/04,2389,11,デジタルホールディングス,1
2023/04,2391,12,プラネット,1
2023/04,2392,,セキュアード・キャピタル・ジャ,
2023/04,2393,12,日本ケアサプライ,1
2023/04,2394,,ジェイ・エー・エー,
2023/04,2395,11,新日本科学,1
2023/04,2396,,パソナテック,
2023/04,2397,12,ＤＮＡチップ研究所,1
